mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment
423.79,0.77,0.77,1.78,2.28,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
532.59,0.7,0.7,0.71,1.21,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.07,1.37,1.37,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
558.99,0.88,0.88,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.59,0.7,0.7,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.09,0.88,0.88,1.61,2.11,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.19,0.98,0.98,1.6,2.1,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
507.35,0.29,0.79,1.28,1.18,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995)
424.29,0.71,0.71,1.6,2.1,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.39,0.78,0.78,1.44,1.94,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.49,0.44,0.44,1.32,1.82,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.49,0.71,0.71,1.59,2.09,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.59,0.85,0.85,1.63,2.13,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
532.09,0.23,0.23,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.69,0.78,0.78,1.69,2.19,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.97,1.38,1.38,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
440.59,0.62,0.62,1.64,2.14,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.89,0.83,0.83,1.47,1.97,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
424.99,0.88,0.88,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.39,0.78,0.78,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
425.19,0.88,0.88,1.57,2.07,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
425.29,0.81,0.81,1.55,2.05,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.29,0.23,0.23,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
425.49,0.83,0.83,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
425.59,0.85,0.85,1.47,1.97,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
531.49,0.31,0.31,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.87,1.3,1.3,1.02,1.52,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
558.89,0.89,0.89,1,1.5,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.19,0.81,0.81,1.06,1.56,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
425.89,0.93,0.93,1.31,1.81,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.09,0.58,0.58,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.09,0.73,0.73,0.88,1.38,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.19,0.86,0.86,1.53,2.03,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.29,0.92,0.92,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
531.09,0.53,0.53,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.39,0.94,0.94,1.57,2.07,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.49,0.67,0.67,1.59,2.09,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
438.99,0.37,0.37,1.7,2.2,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.69,0.66,0.66,0.94,1.44,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.77,1.15,1.15,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.99,0.84,0.84,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.89,0.65,0.65,1.45,1.95,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
426.99,0.63,0.63,1.48,1.98,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.89,0.84,0.84,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.09,0.58,0.58,1.44,1.94,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.2,0.54,0.54,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
530.69,0.08,0.08,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.39,0.55,0.55,1.74,2.24,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.49,0.76,0.76,1.44,1.94,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.79,0.79,0.79,0.88,1.38,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
356.52,0.43,0.43,1.57,2.07,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.57,1.13,1.13,0.71,1.21,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
506.63,0.16,0.66,1.06,0.96,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995)
427.79,0.84,0.84,1.19,1.69,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.89,0.93,0.93,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.49,0.46,0.46,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
427.99,0.88,0.88,1.29,1.79,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.03,0.65,0.65,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
530.19,0.3,0.3,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.13,0.7,0.7,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.23,0.53,0.53,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
436.49,1.08,1.08,1.6,2.1,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.33,0.52,0.52,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
558.79,0.88,0.88,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
436.39,1.09,1.09,1.6,2.1,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.53,0.44,0.44,1.41,1.91,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
428.63,0.45,0.45,1.47,1.97,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
530.09,0.55,0.55,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
429.19,0.76,0.76,1.27,1.77,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
429.29,0.84,0.84,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.39,0.62,0.62,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
429.49,0.82,0.82,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
429.59,0.66,0.66,1.26,1.76,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.29,0.54,0.54,1.31,1.81,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.47,0.96,0.96,1.06,1.56,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
489.35,0.84,0.84,0.91,1.41,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
529.79,0.57,0.57,1.02,1.52,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
429.89,0.66,0.66,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.09,0.76,0.76,1.12,1.62,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.19,0.39,0.39,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.19,0.7,0.7,0.99,1.49,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.29,0.76,0.76,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
576.09,0.73,0.73,0.97,1.47,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.39,0.59,0.59,1.18,1.68,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.49,0.66,0.66,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
529.39,0.64,0.64,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.69,0.69,0.69,1.33,1.83,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
558.69,0.88,0.88,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
434.79,1.01,1.01,1.49,1.99,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.89,0.69,0.69,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
430.99,0.78,0.78,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
575.99,0.98,0.98,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
431.09,0.86,0.86,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
431.19,0.96,0.96,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
575.89,0.82,0.82,0.66,1.16,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
431.29,0.77,0.77,0.96,1.46,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
431.39,0.25,0.25,1.02,1.52,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
528.99,0.69,0.69,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
