d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.68,0.68,2.76,3.4,CWUE,33.7537,1027.83,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.963,3.603,CWUE,33.8211,1030.69,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,2.9,3.54,CWUE,33.8379,1031.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.391,0.391,3.326,3.966,CWUE,33.9053,1034.15,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,3.27,3.91,CWUE,33.9221,1034.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.479,0.479,3.618,4.258,CWUE,33.9895,1037.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,3.56,4.2,CWUE,34.0063,1038.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.674,0.674,3.351,3.991,CWUE,34.0737,1041.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,3.29,3.93,CWUE,34.0905,1041.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.586,0.586,3.673,4.173,CSPP,34.1579,1044.54,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,3.61,4.11,CSPP,34.1747,1045.23,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,3.504,4.144,CWUE,34.2421,1048,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,3.45,4.09,CWUE,34.2589,1048.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.326,-0.326,3.517,4.157,CWUE,34.3263,1051.47,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.31,-0.31,3.46,4.1,CWUE,34.3432,1052.16,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.159,0.159,3.499,3.999,CSPP,34.4105,1054.93,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.17,0.17,3.44,3.94,CSPP,34.4274,1055.62,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.514,0.514,2.884,3.524,CWUE,34.5725,1061.59,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.53,0.53,2.82,3.46,CWUE,34.5875,1062.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.453,0.453,2.903,3.543,CWUE,34.6475,1064.67,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.47,0.47,2.85,3.49,CWUE,34.6625,1065.29,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.998,0.998,2.711,3.351,CWUE,34.7225,1067.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,2.65,3.29,CWUE,34.7375,1068.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.725,0.725,2.625,3.265,CWUE,34.7975,1070.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.57,3.21,CWUE,34.8125,1071.46,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.994,0.994,2.477,3.117,CWUE,34.8725,1073.83,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,2.42,3.06,CWUE,34.8875,1074.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.778,0.778,2.909,3.549,CWUE,34.9475,1076.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.85,3.49,CWUE,34.9625,1077.12,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.025,1.025,2.809,3.449,CWUE,35.0225,1079.32,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.04,1.04,2.75,3.39,CWUE,35.0375,1079.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.055,1.055,2.963,3.603,CWUE,35.0975,1082.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.07,1.07,2.91,3.55,CWUE,35.1125,1082.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.983,0.983,3.075,3.715,CWUE,35.1779,1085.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,3.02,3.66,CWUE,35.1964,1086.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.658,0.658,3.272,3.912,CWUE,35.2707,1089.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.22,3.86,CWUE,35.2893,1090.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.076,-0.076,3.228,3.868,CWUE,35.3636,1094.4,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.06,-0.06,3.17,3.81,CWUE,35.3821,1095.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.443,0.443,3.472,3.822,NUMB,35.5501,1103.31,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.26,0.26,3.18,3.53,NUMB,35.5703,1103.93,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.581,0.581,3.319,3.959,CWUE,35.6511,1106.39,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,3.26,3.9,CWUE,35.6713,1107.01,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.086,0.086,3.297,3.937,CWUE,35.752,1109.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.1,0.1,3.24,3.88,CWUE,35.7722,1110.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.443,0.443,3.288,3.928,CWUE,35.853,1112.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,3.23,3.87,CWUE,35.8732,1113.18,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.657,0.657,2.801,3.441,CWUE,35.9539,1115.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,2.75,3.39,CWUE,35.9741,1116.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.724,0.724,3.027,3.667,CWUE,36.0549,1118.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.97,3.61,CWUE,36.0751,1119.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.408,0.408,3.379,4.019,CWUE,36.1559,1122.04,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,3.32,3.96,CWUE,36.1761,1122.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.591,-0.591,3.558,4.198,CWUE,36.2568,1125.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.58,-0.58,3.5,4.14,CWUE,36.277,1125.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.545,-0.545,4.093,4.443,NUMB,36.3578,1128.39,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.73,-0.73,3.8,4.15,NUMB,36.378,1129.02,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.112,-0.112,3.654,4.294,CWUE,36.4588,1131.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,3.59,4.23,CWUE,36.4789,1132.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,3.566,4.206,CWUE,36.5597,1134.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,3.51,4.15,CWUE,36.5799,1135.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.469,0.469,3.191,3.831,CWUE,36.6476,1138.69,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,3.13,3.77,CWUE,36.6641,1139.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.193,-0.193,3.548,3.898,NUMB,36.73,1143.33,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.38,-0.38,3.25,3.6,NUMB,36.7465,1144.26,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.508,-0.508,3.15,3.79,CWUE,36.8124,1147.97,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.49,-0.49,3.09,3.73,CWUE,36.8288,1148.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.325,0.325,3.522,3.872,NUMB,36.8947,1152.61,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.14,0.14,3.23,3.58,NUMB,36.9112,1153.54,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.269,0.269,2.988,3.628,CWUE,36.9771,1157.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,2.93,3.57,CWUE,36.9935,1158.18,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.053,1.053,2.777,3.417,CWUE,37.0594,1161.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.07,1.07,2.72,3.36,CWUE,37.0759,1162.82,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.997,0.997,2.721,3.361,CWUE,37.1418,1166.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,2.66,3.3,CWUE,37.1567,1167.19,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.754,0.754,2.69,3.33,CWUE,37.21,1168.69,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,2.63,3.27,CWUE,37.2233,1169.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.977,0.977,2.774,3.414,CWUE,37.2767,1170.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.99,0.99,2.71,3.35,CWUE,37.29,1170.95,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.488,0.488,3.022,3.662,CWUE,37.3433,1172.45,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.5,0.5,2.97,3.61,CWUE,37.3567,1172.83,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.077,1.077,2.79,3.43,CWUE,37.41,1174.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.09,1.09,2.73,3.37,CWUE,37.4233,1174.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.175,1.175,2.856,3.496,CWUE,37.4767,1176.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.19,1.19,2.8,3.44,CWUE,37.49,1176.59,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.999,0.999,2.796,3.436,CWUE,37.5433,1178.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,2.74,3.38,CWUE,37.5567,1178.55,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.82,0.82,2.887,3.527,CWUE,37.61,1180.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.83,3.47,CWUE,37.6233,1180.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.673,0.673,2.853,3.493,CWUE,37.6767,1182.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.79,3.43,CWUE,37.69,1182.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,2.875,3.515,CWUE,37.7433,1184.67,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,2.82,3.46,CWUE,37.7567,1185.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.072,0.072,3.517,4.157,CWUE,37.8178,1187.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,3.46,4.1,CWUE,37.8338,1187.63,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.405,0.405,3.545,4.185,CWUE,37.8976,1189.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,3.49,4.13,CWUE,37.9135,1190.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.19,-0.19,3.77,4.41,CWUE,37.9773,1192.34,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.18,-0.18,3.71,4.35,CWUE,37.9933,1192.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.245,-0.245,3.788,4.428,CWUE,38.0571,1194.95,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.23,-0.23,3.73,4.37,CWUE,38.073,1195.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.118,0.118,3.665,4.305,CWUE,38.1368,1197.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,3.6,4.24,CWUE,38.1527,1198.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.055,-0.055,3.64,4.28,CWUE,38.2165,1200.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.58,4.22,CWUE,38.2325,1201.09,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.393,-0.393,3.626,4.266,CWUE,38.2963,1203.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.38,-0.38,3.57,4.21,CWUE,38.3122,1204.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,3.26,3.9,CWUE,38.392,1207.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.62,-0.62,3.41,4.05,CWUE,38.4717,1210.06,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,3,3.64,CWUE,38.5036,1211.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.4,4.04,CWUE,38.6631,1217.4,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.06,-0.06,2.94,3.58,CWUE,38.7428,1220.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,2.77,3.41,CWUE,38.8226,1224.13,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.64,0.64,2.89,3.53,CWUE,38.9023,1227.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.5,3.14,CWUE,38.982,1230.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,2.47,3.11,CWUE,39.072,1234.66,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,2.16,2.8,CWUE,39.163,1238.51,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,2.7,3.34,CWUE,39.2541,1242.35,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.45,-0.45,3.33,3.97,CWUE,39.3452,1246.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.72,-0.72,3.29,3.93,CWUE,39.6402,1258.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.3,-0.3,2.92,3.56,CWUE,39.748,1262.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.25,0.25,3.04,3.68,CWUE,39.9637,1270.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.72,0.72,2.83,3.47,CWUE,40.1687,1278.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,2.84,3.48,CWUE,40.2676,1282.52,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,3.1,3.74,CWUE,40.3664,1286.24,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,3.1,3.74,CWUE,40.4653,1289.95,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,3.51,4.15,CWUE,40.5642,1293.66,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.31,3.95,CWUE,40.6631,1297.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,3.23,3.87,CWUE,40.762,1301.06,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.08,0.08,3.05,3.69,CWUE,40.9589,1306.93,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.12,-0.12,3.04,3.68,CWUE,41.0533,1309.75,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.82,3.46,CWUE,41.1478,1312.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.64,3.28,CWUE,41.2422,1315.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.53,3.17,CWUE,41.3289,1317.97,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,3.18,3.82,CWUE,41.4105,1319.41,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,3.24,3.88,CWUE,41.4921,1320.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,3.1,3.74,CWUE,41.5737,1322.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.34,0.34,3.2,3.84,CWUE,41.6553,1323.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,2.99,3.63,CWUE,42.2,1343.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.51,3.15,CWUE,42.35,1350.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.47,0.47,2.14,2.78,CWUE,42.5,1358.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.37,0.37,2.58,3.22,CWUE,42.6177,1362.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.78,0.78,2.75,3.39,CWUE,42.7274,1365.27,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,3.12,3.76,CWUE,42.8371,1368.44,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.25,0.25,3.11,3.75,CWUE,42.9468,1371.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,3.15,3.79,CWUE,43.0564,1374.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,3.34,3.98,CWUE,43.1661,1377.93,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.02,-0.02,3.53,4.17,CWUE,43.3855,1384.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.33,0.33,3.01,3.65,CWUE,43.4952,1387.42,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.88,3.52,CWUE,43.5972,1390.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,2.62,3.26,CWUE,43.6917,1393.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.61,3.25,CWUE,43.7861,1396.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.56,3.2,CWUE,43.8806,1399.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.48,3.12,CWUE,44.007,1403.91,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,2.78,3.42,CWUE,44.137,1408.15,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.06,0.06,3.12,3.76,CWUE,44.267,1412.4,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,3.13,3.77,CWUE,44.3226,1414.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,3.4,4.04,CWUE,44.37,1415.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.2,-0.2,3.33,3.97,CWUE,44.4174,1417.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.3,-0.3,2.9,3.54,CWUE,44.4664,1418.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,3.23,3.87,CWUE,44.5307,1421.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,2.85,3.49,CWUE,44.595,1423.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,2.63,3.27,CWUE,44.6753,1426.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
